polymer,PSMILES,Exp_Tg(K),source,SMILES,tg_range,number of points,reliability,stdev,num_atoms_sidechainfeaturizer_sum,num_atoms_sidechainfeaturizer_mean,num_atoms_sidechainfeaturizer_max,num_atoms_sidechainfeaturizer_min,numsidechainfeaturizer,num_atoms_backbonefeaturizer,numbackbonefeaturizer,num_hbond_donors_fullpolymerfeaturizer,num_hbond_acceptors_fullpolymerfeaturizer,num_rotatable_bonds_fullpolymerfeaturizer,num_rings_fullpolymerfeaturizer,num_non_aromatic_rings_fullpolymerfeaturizer,num_aromatic_rings_fullpolymerfeaturizer,topological_surface_area_fullpolymerfeaturizer,fraction_bicyclic_rings_fullpolymerfeaturizer,num_aliphatic_heterocycles_fullpolymerfeaturizer,slogp_vsa1_fullpolymerfeaturizer,balaban_j_index_fullpolymerfeaturizer,molecular_weight_fullpolymerfeaturizer,sp3_carbon_count_fullpolymerfeaturizer,sp2_carbon_count_fullpolymerfeaturizer,max_estate_index_fullpolymerfeaturizer,smr_vsa5_fullpolymerfeaturizer,fp_density_morgan1_fullpolymerfeaturizer,total_halogens_fullpolymerfeaturizer,fluorine_count_fullpolymerfeaturizer,chlorine_count_fullpolymerfeaturizer,bromine_count_fullpolymerfeaturizer,single_bonds_fullpolymerfeaturizer,double_bonds_fullpolymerfeaturizer,triple_bonds_fullpolymerfeaturizer,bridging_rings_count_fullpolymerfeaturizer,max_ring_size_fullpolymerfeaturizer,heteroatom_density_fullpolymerfeaturizer,heteroatom_count_fullpolymerfeaturizer,heteroatom_distance_mean_fullpolymerfeaturizer,heteroatom_distance_min_fullpolymerfeaturizer,heteroatom_distance_max_fullpolymerfeaturizer,heteroatom_distance_sum_fullpolymerfeaturizer
"Poly(3-phenylquinoxaline-2,7-diyl-3-phenylquinoxaline-7,2-diyl-1,4-phenylene) ",*C1=C(N=C2C=CC(=CC2=N1)C1=CC=C2N=C(C3=CC=CC=C3)C(=NC2=C1)C1=CC=C(*)C=C1)C1=CC=CC=C1,644.0,Schrodinger,,643.0-645.0,2,yellow,1.4142135623730951,12.0,6.0,6.0,6.0,2.0,28.0,1.0,0.0,4.0,4.0,7.0,0.0,7.0,51.56,0.2857142857142857,2.0,12.263210640074686,1.341293820032175,484.16879664000004,0.0,38.0,5.199186012780197,0.0,0.3684210526315789,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,6.0,0.15,6.0,9.311192012973091,2.598076211353316,18.432308591166763,139.66788019459636
Poly[oxy(m-phenylene)] ,*C1=CC(=CC=C1)O*,318.0,Schrodinger,,318.0-318.0,1,black,,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,9.23,0.0,0.0,11.172894463302317,2.936866102336592,92.026214748,0.0,7.0,5.285,0.0,1.7142857142857142,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.3333333333333333,3.0,4.411500279339214,1.5,6.5383484153110105,13.234500838017643
"Poly[2,2-propane bis{4-(2,6-dimethylphenyl)} carbonate]",*C1=CC(C)=C(C(C)=C1)C(C)(C)C1=C(C)C=C(C=C1(C))OC(=O)O*,473.0,Schrodinger,,473.0-473.0,1,black,,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,3.0,3.0,2.0,0.0,2.0,35.53,0.0,0.0,10.803230022261658,2.589439131355627,310.15689456399997,7.0,16.0,11.452305990813334,46.95741366754052,0.9565217391304348,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,6.0,0.2,5.0,7.007331012735802,1.4999999999999998,15.223337347638331,70.07331012735803
"Poly[2,2-butane bis{4-(2-methylphenyl)}carbonate] ",*C1=CC(C)=C(C=C1)C(C)(CC)C1=C(C)C=C(C=C1)OC(=O)O*,392.0,Schrodinger,,392.0-392.0,1,black,,2.0,2.0,2.0,2.0,1.0,22.0,1.0,0.0,3.0,4.0,2.0,0.0,2.0,35.53,0.0,0.0,10.803230022261658,2.4793015250940176,296.14124449999997,6.0,16.0,11.352523107350796,39.53076089108528,1.1818181818181819,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,6.0,0.20833333333333334,5.0,7.007331012735804,1.4999999999999996,15.223337347638331,70.07331012735804
Polyquinoline 9,*C1=CC(C2=CC=CC=C2)=C2C=C(OC3=CC4=C(C=C(N=C4C=C3)C3=CC=C(*)C=C3)C3=CC=CC=C3)C=CC2=N1,573.0,Schrodinger,,573.0-573.0,1,black,,12.0,6.0,6.0,6.0,2.0,29.0,1.0,0.0,3.0,5.0,7.0,0.0,7.0,35.010000000000005,0.2857142857142857,2.0,17.000073593874735,1.3237662832913961,498.173213324,0.0,39.0,6.501620241530956,0.0,0.48717948717948717,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,6.0,0.12195121951219512,5.0,10.01610361780864,2.5980762113533165,18.186533479473212,100.16103617808639
Polyquinoline 7,*C1=CC(C2=CC=CC=C2)=C2C=C(OC3=CC4=C(C=C(N=C4C=C3)C3=CC=C(C=C3)C3=CC=C(*)C=C3)C3=CC=CC=C3)C=CC2=N1,581.0,Schrodinger,,581.0-581.0,1,black,,12.0,6.0,6.0,6.0,2.0,35.0,1.0,0.0,3.0,6.0,8.0,0.0,8.0,35.010000000000005,0.25,2.0,17.000073593874735,1.1792076185424767,574.204513452,0.0,45.0,6.547961986788395,0.0,0.4222222222222222,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,6.0,0.10638297872340426,5.0,11.733564724427447,2.5980762113533147,22.197972880423116,117.33564724427447
Polyquinoline 5,*C1=CC(C2=CC=CC=C2)=C2C=C(OC3=CC4=C(C=C(N=C4C=C3)C3=CC=C(OC4=CC=C(*)C=C4)C=C3)C3=CC=CC=C3)C=CC2=N1,539.0,Schrodinger,,539.0-539.0,1,black,,12.0,6.0,6.0,6.0,2.0,36.0,1.0,0.0,4.0,7.0,8.0,0.0,8.0,44.24,0.25,2.0,21.736936547674784,1.149647442165351,590.199428072,0.0,46.0,6.539558689799375,0.0,0.41304347826086957,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,6.0,0.125,6.0,11.38877873660616,2.598076211353315,19.150718002205554,170.8316810490924
"Poly[2,2-propane bis{4-(2-chlorophenyl)}carbonate]",*C1=CC=C(C(Cl)=C1)C(C)(C)C1=C(Cl)C=C(C=C1)OC(=O)O*,419.0,Schrodinger,,419.0-419.0,1,black,,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,3.0,3.0,2.0,0.0,2.0,35.53,0.0,0.0,10.803230022261658,2.413783235819965,322.0163496039999,5.0,16.0,11.235819168352485,19.26246486877803,1.1428571428571428,2.0,0.0,2.0,0.0,11.0,1.0,0.0,0.0,6.0,0.30434782608695654,7.0,6.9547687699069325,1.5000000000000002,15.22333734763833,146.0501441680456
"Poly [2,2-butane bis {4-(2-chlorophenyl)} carbonate] ",*C1=CC=C(C(Cl)=C1)C(C)(CC)C1=C(Cl)C=C(C=C1)OC(=O)O*,415.0,Schrodinger,,415.0-415.0,1,black,,2.0,2.0,2.0,2.0,1.0,22.0,1.0,0.0,3.0,4.0,2.0,0.0,2.0,35.53,0.0,0.0,10.803230022261658,2.4793015250940176,336.0319996679999,6.0,16.0,11.291992007858658,25.683286491704038,1.2272727272727273,2.0,0.0,2.0,0.0,12.0,1.0,0.0,0.0,6.0,0.2916666666666667,7.0,7.264452604328566,1.5000000000000002,15.22333734763833,152.5535046908999
"Poly[1 ,1-dichloroethylene bis(4-phenyl)carbonate] ",*C1=CC=C(C=C1)C(=C(Cl)Cl)C1=CC=C(C=C1)OC(=O)O*,430.0,Schrodinger,,430.0-430.0,1,black,,3.0,3.0,3.0,3.0,1.0,19.0,1.0,0.0,3.0,3.0,2.0,0.0,2.0,35.53,0.0,0.0,10.803230022261658,2.3265132212757877,305.985049476,2.0,18.0,11.134048737262745,0.0,1.0,2.0,0.0,2.0,0.0,9.0,2.0,0.0,0.0,6.0,0.3181818181818182,7.0,7.232619748924607,1.5,12.278029157808676,151.88501472741675
"Poly[1,1-(2-methyl propane) bis(4-phenyl)carbonate]",*C1=CC=C(C=C1)C(C(C)C)C1=CC=C(C=C1)OC(=O)O*,422.0,Schrodinger,,422.0-422.0,1,black,,3.0,3.0,3.0,3.0,1.0,19.0,1.0,0.0,3.0,4.0,2.0,0.0,2.0,35.53,0.0,0.0,10.803230022261658,2.2548450318973785,268.10994437200003,4.0,16.0,11.18559451915575,19.76538044554264,1.05,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,6.0,0.22727272727272727,5.0,6.586051042388152,1.5000000000000007,14.309088021254185,65.86051042388152
"Poly [2,2-( 1 ,3-dichloro-1 ,1 ,3,3-tetrafluoro)propane bis(4-phenyl)carbonate]",*C1=CC=C(C=C1)C(C(F)(Cl)F)(C(F)(Cl)F)C1=CC=C(C=C1)OC(=O)O*,457.0,Schrodinger,,457.0-457.0,1,black,,8.0,4.0,4.0,4.0,2.0,19.0,1.0,0.0,3.0,5.0,2.0,0.0,2.0,35.53,0.0,0.0,10.803230022261658,2.6910953650117664,393.9786623559999,9.0,16.0,14.494594095762476,16.178412449674592,0.92,6.0,4.0,2.0,0.0,15.0,1.0,0.0,0.0,6.0,0.4074074074074074,11.0,6.451885730574809,1.4999999999999998,15.223337347638331,354.8537151816145
"Poly[2,2-hexafluoropropane bis(4-phenyl)carbonate]",*C1=CC=C(C=C1)C(C(F)(F)F)(C(F)(F)F)C1=CC=C(C=C1)OC(=O)O*,449.0,Schrodinger,,449.0-449.0,1,black,,8.0,4.0,4.0,4.0,2.0,19.0,1.0,0.0,3.0,3.0,2.0,0.0,2.0,35.53,0.0,0.0,10.803230022261658,2.6910953650117664,362.0377634359999,9.0,16.0,13.906939774774822,17.76758750428373,0.84,6.0,6.0,0.0,0.0,15.0,1.0,0.0,0.0,6.0,0.4074074074074074,11.0,6.45188573057481,1.4999999999999998,15.223337347638331,354.8537151816146
"Poly(oxycarbonyloxy-2-chloro- 1 ,4-phenyleneisopropylidene-1,4-phenylene)",*C1=CC=C(C=C1)C(C)(C)C1=CC=C(C(Cl)=C1)OC(=O)O*,419.0,Schrodinger,,419.0-419.0,1,black,,0.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,3.0,3.0,2.0,0.0,2.0,35.53,0.0,0.0,10.803230022261658,2.3353977570106577,288.055321956,4.0,16.0,11.233974791789494,19.26246486877803,1.2,1.0,0.0,1.0,0.0,10.0,1.0,0.0,0.0,6.0,0.2727272727272727,6.0,6.772032088171714,1.4999999999999998,15.22333734763833,101.58048132257571
Poly(bisphenol-A terephthalate) ,*C1=CC=C(C=C1)C(C)(C)C1=CC=C(C=C1)OC(=O)C1=CC=C(C=C1)C(=O)O*,475.0,Schrodinger,,472.0-478.0,2,yellow,4.242640687119285,0.0,0.0,0.0,0.0,0.0,29.0,1.0,0.0,4.0,5.0,3.0,0.0,3.0,52.60000000000001,0.0,0.0,10.803230022261658,1.720372744861305,358.12050905599995,3.0,24.0,12.379851508216806,19.26246486877803,0.7777777777777778,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,6.0,0.20689655172413793,6.0,9.569907065793684,1.4999999999999998,21.160103969498824,143.54860598690527
"Poly[4,4'-isopropylidene diphenoxy di(4-phenylene)sulfone]",*C1=CC=C(C=C1)C(C)(C)C1=CC=C(C=C1)OC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(C=C1)O*,458.0,Schrodinger,,458.0-458.0,1,black,,0.0,0.0,0.0,0.0,0.0,34.0,1.0,0.0,4.0,7.0,4.0,0.0,4.0,52.60000000000001,0.0,0.0,15.909757417102364,1.4836631553041164,442.123880184,4.0,28.0,12.907508986323787,29.05343181981358,0.65625,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,6.0,0.20588235294117646,7.0,9.110324954566835,1.4999999999999984,20.838665984174707,191.31682404590353
Phenoxy resin ,*C1=CC=C(C=C1)C(C)(C)C1=CC=C(C=C1)OCC(O)CO*,373.0,Schrodinger,,373.0-373.0,1,black,,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,3.0,7.0,2.0,0.0,2.0,38.69,0.0,0.0,10.803230022261658,2.071258035608916,284.14124449999997,8.0,13.0,9.660493658077533,25.366431256526333,1.0476190476190477,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,6.0,0.21739130434782608,5.0,8.51225331103351,1.5000000000000002,17.684739183827393,85.1225331103351
"Poly(oxycarbonyloxy-2,6-dichloro-1,4-phenyleneisopropylidene-1,4-phenylene)",*C1=CC=C(C=C1)C(C)(C)C2=CC(=C(C(=C2)Cl)OC(=O)O*)Cl,459.0,Schrodinger,,459.0-459.0,1,black,,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,3.0,3.0,2.0,0.0,2.0,35.53,0.0,0.0,10.803230022261658,2.4348560801648125,322.01634960399997,5.0,16.0,11.327555038703075,19.26246486877803,1.1428571428571428,2.0,0.0,2.0,0.0,11.0,1.0,0.0,0.0,6.0,0.30434782608695654,7.0,6.217234025631962,1.4999999999999947,15.223337347638328,130.5619145382712
"Poly[2,2-butane bis(4-phenyl)carbonate] ",*C1=CC=C(C=C1)C(C)(CC)C1=CC=C(C=C1)OC(=O)O*,407.0,Schrodinger,,407.0-407.0,1,black,,2.0,2.0,2.0,2.0,1.0,20.0,1.0,0.0,3.0,4.0,2.0,0.0,2.0,35.53,0.0,0.0,10.803230022261658,2.302772753408642,268.10994437200003,4.0,16.0,11.196567384382087,25.683286491704038,1.15,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,6.0,0.22727272727272727,5.0,7.007331012735804,1.4999999999999998,15.223337347638333,70.07331012735804
"Poly[2,2-pentane bis(4-phenyl)carbonate]",*C1=CC=C(C=C1)C(C)(CCC)C1=CC=C(C=C1)OC(=O)O*,410.0,Schrodinger,,410.0-410.0,1,black,,3.0,3.0,3.0,3.0,1.0,20.0,1.0,0.0,3.0,5.0,2.0,0.0,2.0,35.53,0.0,0.0,10.803230022261658,2.329870757108934,282.125594436,5.0,16.0,11.242889698431673,32.10410811463005,1.1428571428571428,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,6.0,0.21739130434782608,5.0,7.0073310127358015,1.5,15.223337347638328,70.07331012735801
"Poly[1,1-ethane bis(4-phenyl)carbonate] ",*C1=CC=C(C=C1)C(C)C1=CC=C(C=C1)OC(=O)O*,403.0,Schrodinger,,403.0-403.0,1,black,,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,3.0,3.0,2.0,0.0,2.0,35.53,0.0,0.0,10.803230022261658,2.12587221040647,240.078644244,2.0,16.0,11.077364066480852,12.841643245852017,1.1111111111111112,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,6.0,0.25,5.0,6.586051042388152,1.5000000000000002,14.309088021254187,65.86051042388152
"Poly[1,1-(1-phenylethane) bis(4-phenyl)carbonate]",*C1=CC=C(C=C1)C(C1=CC=CC=C1)(C)C1=CC=C(C=C1)OC(=O)O*,449.0,Schrodinger,,449.0-449.0,1,black,,6.0,6.0,6.0,6.0,1.0,20.0,1.0,0.0,3.0,4.0,3.0,0.0,3.0,35.53,0.0,0.0,10.803230022261658,2.0653416381744805,316.109944372,2.0,22.0,11.361876621534758,12.338727669087405,0.875,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,6.0,0.19230769230769232,5.0,7.007331012735802,1.4999999999999993,15.22333734763833,70.07331012735803
"Poly[4,4-heptane bis(4-phenyl)carbonate]",*C1=CC=C(C=C1)C(CCC)(CCC)C1=CC=C(C=C1)OC(=O)O*,421.0,Schrodinger,,421.0-421.0,1,black,,6.0,3.0,3.0,3.0,2.0,19.0,1.0,0.0,3.0,7.0,2.0,0.0,2.0,35.53,0.0,0.0,10.803230022261658,2.4356461334629365,310.15689456399997,7.0,16.0,11.345384851987433,44.94575136048206,1.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,6.0,0.2,5.0,7.007331012735802,1.5,15.223337347638331,70.07331012735803
"Poly[1,1-butane bis(4-phenyl)carbonate] ",*C1=CC=C(C=C1)C(CCC)C1=CC=C(C=C1)OC(=O)O*,396.0,Schrodinger,,396.0-396.0,1,black,,3.0,3.0,3.0,3.0,1.0,19.0,1.0,0.0,3.0,5.0,2.0,0.0,2.0,35.53,0.0,0.0,10.803230022261658,2.211062810306459,268.10994437200003,4.0,16.0,11.179859220036612,25.683286491704035,1.15,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,6.0,0.22727272727272727,5.0,6.586051042388152,1.5000000000000004,14.309088021254185,65.86051042388152
Polycarbonate 2,*C1=CC=C(C=C1)C1(CC2CC1CC2)C1=CC=C(C=C1)OC(=O)O*,505.0,Schrodinger,,505.0-505.0,1,black,,1.0,1.0,1.0,1.0,1.0,24.0,1.0,0.0,3.0,3.0,4.0,2.0,2.0,35.53,0.25,0.0,10.803230022261658,1.7203735509688456,306.125594436,7.0,16.0,11.366919049178197,31.09827696110082,1.0869565217391304,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1.0,6.0,0.2,5.0,4.859800971724427,1.5000000000000007,9.025231400400633,48.59800971724427
"Poly [1,1 -cyclopentane bis(4-phenyl)carbonate]",*C1=CC=C(C=C1)C1(CCCC1)C1=CC=C(C=C1)OC(=O)O*,440.0,Schrodinger,,440.0-440.0,1,black,,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,3.0,3.0,3.0,1.0,2.0,35.53,0.0,0.0,10.803230022261658,1.9210646536996945,280.109944372,5.0,16.0,11.26274022388826,31.09827696110082,1.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,6.0,0.21739130434782608,5.0,5.691221711060187,1.4999999999999998,11.977773169642564,56.91221711060187
"Poly[1,1-cyclohexane bis(4-phenyl)carbonate] ",*C1=CC=C(C=C1)C1(CCCCC1)C1=CC=C(C=C1)OC(=O)O*,444.0,Schrodinger,,444.0-444.0,1,black,,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,3.0,3.0,3.0,1.0,2.0,35.53,0.0,0.0,10.803230022261658,1.9391414609294404,294.125594436,6.0,16.0,11.308194769342805,37.51909858402683,0.9545454545454546,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,6.0,0.20833333333333334,5.0,5.5665307331078875,1.5,11.64900270247455,55.66530733107888
Polyphenolphthalein 5,*C1=CC=C(C=C1)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(C=C1)C(=O)NC1=CC=C(C=C1)C1(NC(=O)C2=CC=CC=C12)C1=CC=C(C=C1)NC(=O)*,673.0,Schrodinger,,673.0-673.0,1,black,,8.0,4.0,4.0,4.0,2.0,44.0,1.0,3.0,5.0,7.0,8.0,2.0,6.0,113.6,0.25,2.0,22.016732880480603,1.08500686344731,653.195070964,2.0,48.0,13.552974872161847,11.139976063367033,0.6,0.0,0.0,0.0,0.0,19.0,4.0,0.0,2.0,6.0,0.19230769230769232,10.0,10.027152609264716,2.5980762113533142,18.962700726602726,451.22186741691223
Polyphenolphthalein 4,*C1=CC=C(C=C1)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(C=C1)C(=O)NC1=CC=C(C=C1)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(C=C1)NC(=O)*,658.0,Schrodinger,,658.0-658.0,1,black,,8.0,4.0,4.0,4.0,2.0,44.0,1.0,2.0,6.0,7.0,8.0,2.0,6.0,110.80000000000001,0.25,2.0,16.699944276474273,1.08500686344731,654.1790865520001,2.0,48.0,13.540629193149503,11.202101621967376,0.52,0.0,0.0,0.0,0.0,19.0,4.0,0.0,2.0,6.0,0.19230769230769232,10.0,10.027152609264716,2.5980762113533142,18.962700726602726,451.22186741691223
Polyphenolphthalein 1,*C1=CC=C(C=C1)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(C=C1)C(=O)NC1=CC=C(C=C1)OC1=CC=C(C=C1)NC(=O)*,593.0,Schrodinger,,593.0-593.0,1,black,,4.0,4.0,4.0,4.0,1.0,39.0,1.0,2.0,5.0,7.0,6.0,1.0,5.0,93.73000000000002,0.16666666666666666,1.0,21.436807230274322,1.187261803891608,538.152871804,1.0,40.0,13.122385928219053,5.601050810983688,0.7073170731707317,0.0,0.0,0.0,0.0,15.0,3.0,0.0,1.0,6.0,0.20930232558139536,9.0,10.526343793479429,2.598076211353311,21.419032866257556,378.9483765652594
Polyphenolphthalein 3,*C1=CC=C(C=C1)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(C=C1)C(=O)OC1=CC=C(C=C1)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(C=C1)OC(=O)*,583.0,Schrodinger,,583.0-583.0,1,black,,8.0,4.0,4.0,4.0,2.0,44.0,1.0,0.0,8.0,7.0,8.0,2.0,6.0,105.20000000000002,0.25,2.0,15.540092976061707,1.08500686344731,656.147117728,2.0,48.0,13.423600922275078,11.202101621967376,0.52,0.0,0.0,0.0,0.0,19.0,4.0,0.0,2.0,6.0,0.19230769230769232,10.0,10.027152609264716,2.5980762113533142,18.962700726602726,451.22186741691223
Polyphenolphthalein 2,*C1=CC=C(C=C1)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(C=C1)C(=O)OC1=CC=C(C=C1)C1=CC=C(C=C1)OC(=O)*,580.0,Schrodinger,,580.0-580.0,1,black,,4.0,4.0,4.0,4.0,1.0,38.0,1.0,0.0,6.0,6.0,6.0,1.0,5.0,78.9,0.16666666666666666,1.0,15.540092976061707,1.2289995727058771,524.12598836,1.0,39.0,13.027900504918106,5.601050810983688,0.675,0.0,0.0,0.0,0.0,14.0,3.0,0.0,1.0,6.0,0.19047619047619047,8.0,11.398761799094263,2.5980762113533147,21.911214662339997,319.1653303746394
Polycarbonate 3,*C1=CC=C(C=C1)C2(CC3C4C(C2C3)CCC4)C5=CC=C(C=C5)OC(=O)O*,520.0,Schrodinger,,520.0-520.0,1,black,,5.0,5.0,5.0,5.0,1.0,23.0,1.0,0.0,3.0,3.0,5.0,3.0,2.0,35.53,0.4,0.0,10.803230022261658,1.5606621431317997,346.1568945639999,10.0,16.0,11.491806560656617,37.51909858402683,1.0384615384615385,0.0,0.0,0.0,0.0,19.0,1.0,0.0,2.0,6.0,0.17857142857142858,5.0,4.8598009717244235,1.500000000000001,9.025231400400624,48.59800971724423
"Poly[3,5-(4-phenyl-1,2,4-triazole)-1,4-phenylene-3,5-(4-phenyl-1,2,4-triazole)-1,3-phenylene] ",*C1=CC=C(C=C1)C2=NN=C([N]2C3=CC=CC=C3)C4=CC(=CC=C4)C5=NN=C([N]5C6=CC=CC=C6)*,543.0,Schrodinger,,543.0-543.0,1,black,,12.0,6.0,6.0,6.0,2.0,24.0,1.0,0.0,6.0,5.0,6.0,0.0,6.0,61.42,0.0,2.0,12.393687143226153,1.5088263682378067,438.1592945760001,0.0,34.0,4.680257723076987,0.0,0.47058823529411764,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,0.2222222222222222,8.0,6.997519914231861,1.5,14.846728413298187,195.93055759849213
Poly[methane bis(4-phenyl)carbonate],*C1=CC=C(C=C1)CC1=CC=C(C=C1)OC(=O)O*,420.0,Schrodinger,,420.0-420.0,1,black,,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,3.0,3.0,2.0,0.0,2.0,35.53,0.0,0.0,10.803230022261658,2.0195228720543663,226.06299418,1.0,16.0,11.013031504752457,6.4208216229260096,1.0588235294117647,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,6.0,0.2631578947368421,5.0,6.020656750126703,1.5000000000000002,12.278029157808676,60.20656750126703
"Poly[N,N'-(p,p'-carbonyldiphenylene)pyromellitimide] ",*C1=CC=C(C=C1)N5C(=O)C4=CC2=C(C(N(C2=O)C3=CC=C(C=C3)C(*)=O)=O)C=C4C5=O,685.0,Schrodinger,,685.0-685.0,1,black,,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,7.0,3.0,5.0,0.0,5.0,95.21000000000001,0.4,2.0,28.303434648669644,1.7765036369749656,394.0589714199999,0.0,30.0,13.051058112562442,0.0,0.6333333333333333,0.0,0.0,0.0,0.0,5.0,5.0,0.0,2.0,6.0,0.28125,9.0,8.80468714328515,2.598076211353316,20.00681918090026,316.9687371582654
"Poly[N,N'-(p,p'-oxydiphenylene)pyromellitimide] ",*C1=CC=C(C=C1)N5C(=O)C4=CC2=C(C(N(C2=O)C3=CC=C(C=C3)O*)=O)C=C4C5=O,672.0,Schrodinger,,672.0-672.0,1,black,,0.0,0.0,0.0,0.0,0.0,31.0,1.0,0.0,7.0,3.0,5.0,0.0,5.0,87.37,0.4,2.0,33.40996204351035,1.7952462907902882,382.0589714199999,0.0,29.0,13.022412279229108,0.0,0.6206896551724138,0.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,6.0,0.2903225806451613,9.0,8.617059823224984,1.4999999999999996,20.00681918090026,310.21415363609947
Poly[oxy(p-phenylene)] ,*C1=CC=C(C=C1)O*,358.0,Schrodinger,,358.0-358.0,1,black,,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,9.23,0.0,0.0,11.172894463302317,2.8815558776461367,92.026214748,0.0,7.0,5.246944444444445,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.3333333333333333,3.0,4.79128784747792,1.5,6.87386354243376,14.37386354243376
"Poly[4,4'-sulfone diphenoxy di(4-phenylene)sulfone] ",*C1=CC=C(C=C1)S(=O)(=O)C1=CC=C(C=C1)OC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(C=C1)O*,493.0,Schrodinger,,493.0-493.0,1,black,,0.0,0.0,0.0,0.0,0.0,34.0,1.0,0.0,6.0,7.0,4.0,0.0,4.0,86.74000000000001,0.0,0.0,15.909757417102364,1.4950765949865275,464.03883023199995,2.0,30.0,12.850652203505467,19.5819339020711,0.5,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,6.0,0.29411764705882354,10.0,9.444391117292021,1.4999999999999984,20.838665984174707,424.99760027814096
Poly[thio(p-phenylene)] ,*C1=CC=C(C=C1)S*,360.0,Schrodinger,,360.0-360.0,1,black,,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.06636706846161,2.8815558776461367,108.003371128,1.0,6.0,2.281898148148148,4.895483475517775,1.4285714285714286,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.3333333333333333,3.0,4.79128784747792,1.5,6.87386354243376,14.37386354243376
Poly[thio bis(4-phenyl)carbonate] ,*C1=CC=C(C=C1)SC1=CC=C(C=C1)OC(=O)O*,388.0,Schrodinger,,388.0-388.0,1,black,,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,4.0,3.0,2.0,0.0,2.0,35.53,0.0,0.0,10.803230022261658,2.0195228720543663,244.019415116,1.0,16.0,11.007823171419124,9.79096695103555,1.0588235294117647,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,6.0,0.3157894736842105,6.0,6.430937297228045,1.5000000000000002,12.278029157808676,96.46405945842068
