polymer,PSMILES,Exp_Tg(K),source,SMILES,tg_range,number of points,reliability,stdev,dp_2,nconf20_2,rotatable_bonds,num_rings,num_aromatic_rings,num_non_aromatic_rings,hbond_acceptors,hbond_donors,n_sc,len_sc,min_length_sc,max_length_sc,mean_length_sc,n_bb,len_bb,min_length_bb,max_length_bb,mean_length_bb,fingerprint,cluster_label,Source
,*=NP(=NP(=NC(=*)Oc1ccc(C(F)(F)F)cc1)(Oc1ccc(C(F)(F)F)cc1)Oc1ccc(C(F)(F)F)cc1)(Oc1ccc(C(F)(F)F)cc1)Oc1ccc(C(F)(F)F)cc1,304.15,GREA,,304.15-304.15,1,black,,C=C(N=P(N=P(N=C(N=P(N=P(N=C)(Oc1ccc(C(F)(F)F)cc1)Oc1ccc(C(F)(F)F)cc1)(Oc1ccc(C(F)(F)F)cc1)Oc1ccc(C(F)(F)F)cc1)Oc1ccc(C(F)(F)F)cc1)(Oc1ccc(C(F)(F)F)cc1)Oc1ccc(C(F)(F)F)cc1)(Oc1ccc(C(F)(F)F)cc1)Oc1ccc(C(F)(F)F)cc1)Oc1ccc(C(F)(F)F)cc1,1.0,24,10,10,0,11,0,3,"[23, 23, 12]",12,23,19.33333333333333,1,[8],8,8,8.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575cf6040>,1,cluster_1
,*c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5cc(-c6ccccc6)c6cc(-c7ccc8nc(*)cc(-c9ccccc9)c8c7)ccc6n5)cc4)cc3)cc2)cc1,628.15,GREA,,628.15-628.15,1,black,,Cc1cc(-c2ccccc2)c2cc(-c3ccc4nc(-c5ccc(-c6ccc(-c7ccc(-c8ccc(-c9cc(-c%10ccccc%10)c%10cc(-c%11ccc%12nc(-c%13ccc(-c%14ccc(-c%15ccc(-c%16ccc(C)cc%16)cc%15)cc%14)cc%13)cc(-c%13ccccc%13)c%12c%11)ccc%10n9)cc8)cc7)cc6)cc5)cc(-c5ccccc5)c4c3)ccc2n1,104.0,15,20,20,0,4,0,2,"[7, 7]",7,7,7.0,1,[46],46,46,46.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d48a50>,1,cluster_1
Polyphenolphthalein 4,*C1=CC=C(C=C1)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(C=C1)C(=O)NC1=CC=C(C=C1)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(C=C1)NC(=O)*,658.0,Schrodinger,,658.0-658.0,1,black,,CC(=O)Nc1ccc(C2(c3ccc(NC(=O)c4ccc(C5(c6ccc(C(=O)Nc7ccc(C8(c9ccc(NC(=O)c%10ccc(C%11(c%12ccc(C)cc%12)OC(=O)c%12ccccc%12%11)cc%10)cc9)OC(=O)c9ccccc98)cc7)cc6)OC(=O)c6ccccc65)cc4)cc3)OC(=O)c3ccccc32)cc1,488.0,15,16,12,4,12,4,2,"[6, 6]",6,6,6.0,1,[44],44,44,44.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575dbd430>,1,cluster_1
,*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,558.15,GREA,,558.15-558.15,1,black,,CN1C(=O)c2cccc(-c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(Oc6ccc(N7C(=O)c8cccc(-c9ccc%10c(c9)C(=O)N(c9ccc(Oc%11ccc(Oc%12ccc(C)cc%12)cc%11)cc9)C%10=O)c8C7=O)cc6)cc5)cc3)C4=O)c2C1=O,270.0,13,14,10,4,12,0,0,,0,0,0.0,1,[44],44,44,44.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575cddc10>,0,cluster_0
,*c1ccc(Oc2ccc(Oc3ccc(-c4nnc(*)c5c(-c6ccc(F)cc6)c(-c6ccc(F)cc6)c(-c6ccc(F)cc6)c(-c6ccc(F)cc6)c45)cc3)cc2)cc1,582.15,GREA,,582.15-582.15,1,black,,Cc1nnc(-c2ccc(Oc3ccc(Oc4ccc(-c5nnc(-c6ccc(Oc7ccc(Oc8ccc(C)cc8)cc7)cc6)c6c(-c7ccc(F)cc7)c(-c7ccc(F)cc7)c(-c7ccc(F)cc7)c(-c7ccc(F)cc7)c56)cc4)cc3)cc2)c2c(-c3ccc(F)cc3)c(-c3ccc(F)cc3)c(-c3ccc(F)cc3)c(-c3ccc(F)cc3)c12,286.0,19,18,18,0,8,0,1,[34],34,34,34.0,1,[28],28,28,28.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575cdd5f0>,1,cluster_1
,*c1ccc(Oc2ccc(C(=O)c3ccc4cc(C(=O)c5ccc(Oc6ccc(-c7nc(-c8ccc(-c9nc(*)c(-c%10ccccc%10)[nH]9)cc8)[nH]c7-c7ccccc7)cc6)cc5)ccc4c3)cc2)cc1,554.15,GREA,,554.15-554.15,1,black,,Cc1nc(-c2ccc(-c3nc(-c4ccc(Oc5ccc(C(=O)c6ccc7cc(C(=O)c8ccc(Oc9ccc(-c%10nc(-c%11ccc(-c%12nc(-c%13ccc(Oc%14ccc(C(=O)c%15ccc%16cc(C(=O)c%17ccc(Oc%18ccc(C)cc%18)cc%17)ccc%16c%15)cc%14)cc%13)c(-c%13ccccc%13)[nH]%12)cc%11)[nH]c%10-c%10ccccc%10)cc9)cc8)ccc7c6)cc5)cc4)c(-c4ccccc4)[nH]3)cc2)[nH]c1-c1ccccc1,1.0,27,22,22,0,12,4,2,"[7, 7]",7,7,7.0,1,[58],58,58,58.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d58d60>,1,cluster_1
,*Oc1ccc(C(=O)c2cccc(NC(=O)c3cccc(C(=O)Nc4cccc(C(=O)c5ccc(*)cc5)c4)c3)c2)cc1,464.15,GREA,,464.15-464.15,1,black,,Cc1ccc(C(=O)c2cccc(NC(=O)c3cccc(C(=O)Nc4cccc(C(=O)c5ccc(Oc6ccc(C(=O)c7cccc(NC(=O)c8cccc(C(=O)Nc9cccc(C(=O)c%10ccc(OC)cc%10)c9)c8)c7)cc6)cc5)c4)c3)c2)cc1,218.0,19,10,10,0,10,4,0,,0,0,0.0,1,[43],43,43,43.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d297b0>,1,cluster_1
,*Oc1ccc(/N=N/c2c(C)cc(Cc3cc(C)c(/N=N/c4ccc(OC(=O)c5ccc(C(*)=O)cc5)cc4)c(C)c3[N+](=O)[O-])c([N+](=O)[O-])c2C)cc1,476.15,GREA,,476.15-476.15,1,black,,CC(=O)c1ccc(C(=O)Oc2ccc(/N=N/c3c(C)cc(Cc4cc(C)c(/N=N/c5ccc(OC(=O)c6ccc(C(=O)Oc7ccc(/N=N/c8c(C)cc(Cc9cc(C)c(/N=N/c%10ccc(OC)cc%10)c(C)c9[N+](=O)[O-])c([N+](=O)[O-])c8C)cc7)cc6)cc5)c(C)c4[N+](=O)[O-])c([N+](=O)[O-])c3C)cc2)cc1,14.0,24,10,10,0,24,0,2,"[4, 4]",4,4,4.0,1,[47],47,47,47.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d27890>,1,cluster_1
,*C(=O)Nc1ccc(Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5-c5ccccc5)c(-c5ccccc5)c3)C4=O)cc2)cc1,618.15,GREA,,618.15-618.15,1,black,,Cc1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C(=O)Nc6ccc(Oc7ccc(NC(=O)c8ccc9c(c8)C(=O)N(c8ccc(Oc%10ccc(N%11C(=O)c%12ccc(C(=O)Nc%13ccc(Oc%14ccc(NC(=O)C)cc%14)cc%13)cc%12C%11=O)cc%10-c%10ccccc%10)c(-c%10ccccc%10)c8)C9=O)cc7)cc6)cc5C4=O)cc3-c3ccccc3)c(-c3ccccc3)c1)C2=O,10.0,23,20,16,4,16,4,2,"[7, 7]",7,7,7.0,1,[56],56,56,56.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575dd4f20>,0,cluster_0
,*c1cccc(N2C(=O)c3ccc(Oc4ccc(-c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4)cc3C2=O)c1,520.15,GREA,,520.15-520.15,1,black,,CN1C(=O)c2ccc(Oc3ccc(-c4ccc(Oc5ccc6c(c5)C(=O)N(c5cccc(N7C(=O)c8ccc(Oc9ccc(-c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(c%11cccc(C)c%11)C%12=O)cc%10)cc9)cc8C7=O)c5)C6=O)cc4)cc3)cc2C1=O,450.0,13,14,10,4,12,0,0,,0,0,0.0,1,[44],44,44,44.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575ceb120>,0,cluster_0
,*Oc1ccc(Oc2ccc(/C(=N/c3ccc(Oc4ccc(/N=C(\c5ccccc5)c5ccc(*)cc5)cc4)cc3)c3ccccc3)cc2)cc1,435.15,GREA,,435.15-435.15,1,black,,Cc1ccc(/C(=N/c2ccc(Oc3ccc(/N=C(\c4ccccc4)c4ccc(Oc5ccc(Oc6ccc(/C(=N/c7ccc(Oc8ccc(/N=C(\c9ccccc9)c9ccc(Oc%10ccc(OC)cc%10)cc9)cc8)cc7)c7ccccc7)cc6)cc5)cc4)cc3)cc2)c2ccccc2)cc1,391.0,23,14,14,0,10,0,2,"[7, 7]",7,7,7.0,1,[39],39,39,39.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d38a50>,1,cluster_1
,*c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccccc3)(c3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)C(F)(F)F)cc1)C2=O,578.15,GREA,,578.15-578.15,1,black,,CC(c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccccc3)(c3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(c6ccc(C(c8ccccc8)(c8ccc(N9C(=O)c%10ccc(C)cc%10C9=O)cc8)C(F)(F)F)cc6)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)C(F)(F)F)cc1)C2=O)(C(F)(F)F)C(F)(F)F,475.0,13,14,10,4,8,0,2,"[11, 9]",9,11,10.0,1,[38],38,38,38.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575ce47b0>,0,cluster_0
,*Oc1cccc(C(*)=O)c1,435.15,GREA,,435.15-435.15,1,black,,CC(=O)c1cccc(OC(=O)c2cccc(OC)c2)c1,7.0,4,2,2,0,4,0,0,,0,0,0.0,1,[11],11,11,11.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d3dc80>,1,cluster_1
,*C(=O)Nc1ccc(C2(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)CCC(CC)CC2)cc1,585.15,GREA,,585.15-585.15,1,black,,CCC1CCC(c2ccc(NC(=O)C)cc2)(c2ccc(N3C(=O)c4ccc(C(=O)Nc5ccc(C6(c7ccc(N8C(=O)c9ccc(C)cc9C8=O)cc7)CCC(CC)CC6)cc5)cc4C3=O)cc2)CC1,166.0,11,10,6,4,6,2,1,[3],3,3,3.0,1,[34],34,34,34.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575dd1e40>,0,cluster_0
,*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-c5nnc(*)n5-c5cccc(C(F)(F)F)c5)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,458.15,GREA,,458.15-458.15,1,black,,Cc1nnc(-c2ccc(Oc3ccc(C(c4ccc(Oc5ccc(-c6nnc(-c7ccc(Oc8ccc(C(c9ccc(Oc%10ccc(C)cc%10)cc9)(C(F)(F)F)C(F)(F)F)cc8)cc7)n6-c6cccc(C(F)(F)F)c6)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)n1-c1cccc(C(F)(F)F)c1,497.0,17,12,12,0,10,0,2,"[9, 11]",9,11,10.0,1,[34],34,34,34.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d5a740>,1,cluster_1
,*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c(-c3ccccc3)c2)cc1,520.15,GREA,,520.15-520.15,1,black,,CN1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(Oc6ccc(N7C(=O)c8ccc(-c9ccc%10c(c9)C(=O)N(c9ccc(Oc%11ccc(Oc%12ccc(C)cc%12)cc%11-c%11ccccc%11)cc9)C%10=O)cc8C7=O)cc6)cc5-c5ccccc5)cc3)C4=O)cc2C1=O,442.0,15,16,12,4,12,0,1,[7],7,7,7.0,1,[44],44,44,44.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575cdda50>,0,cluster_0
,*Oc1c(C)cc(C2(c3cc(C)c(OC(=O)c4cccc(C(*)=O)c4)c(C)c3)CCC3CCCCC3C2)cc1C,534.15,GREA,,534.15-534.15,1,black,,CC(=O)c1cccc(C(=O)Oc2c(C)cc(C3(c4cc(C)c(OC(=O)c5cccc(C(=O)Oc6c(C)cc(C7(c8cc(C)c(OC)c(C)c8)CCC8CCCCC8C7)cc6C)c5)c(C)c4)CCC4CCCCC4C3)cc2C)c1,323.0,12,10,6,4,8,0,1,[6],6,6,6.0,1,[36],36,36,36.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d23120>,1,cluster_1
,*Oc1ccc(Oc2ccc(NC(=O)c3cc(NC(=O)c4ccc(OC(C)=O)cc4)cc(C(=O)Nc4ccc(*)cc4)c3)cc2)cc1,524.15,GREA,,524.15-524.15,1,black,,CC(=O)Oc1ccc(C(=O)Nc2cc(C(=O)Nc3ccc(C)cc3)cc(C(=O)Nc3ccc(Oc4ccc(Oc5ccc(NC(=O)c6cc(NC(=O)c7ccc(OC(C)=O)cc7)cc(C(=O)Nc7ccc(Oc8ccc(OC)cc8)cc7)c6)cc5)cc4)cc3)c2)cc1,446.0,21,10,10,0,14,6,1,[14],14,14,14.0,1,[34],34,34,34.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d08c80>,1,cluster_1
,*C(=O)OCCCCCCCCCCCCOC(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,378.15,GREA,,378.15-378.15,1,black,,Cc1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C(=O)OCCCCCCCCCCCCOC(=O)c6ccc7c(c6)C(=O)N(c6ccc(Oc8ccc(N9C(=O)c%10ccc(C(=O)OCCCCCCCCCCCCOC(=O)C)cc%10C9=O)cc8)cc6)C7=O)cc5C4=O)cc3)cc1)C2=O,1.0,37,12,8,4,18,0,0,,0,0,0.0,1,[55],55,55,55.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575dd7b30>,0,cluster_0
,*Nc1ccc(C(C)(C)c2ccc(NC(=O)c3cc(C(*)=O)cc(S(=O)(=O)c4ccccc4)c3)cc2)cc1,560.15,GREA,,560.15-560.15,1,black,,CC(=O)c1cc(C(=O)Nc2ccc(C(C)(C)c3ccc(NC(=O)c4cc(C(=O)Nc5ccc(C(C)(C)c6ccc(NC)cc6)cc5)cc(S(=O)(=O)c5ccccc5)c4)cc3)cc2)cc(S(=O)(=O)c2ccccc2)c1,448.0,16,8,8,0,9,4,1,[10],10,10,10.0,1,[29],29,29,29.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d054a0>,1,cluster_1
,*c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc1)C2=O,624.15,GREA,,624.15-624.15,1,black,,CC(c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5ccc(N7C(=O)c8ccc(C)cc8C7=O)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc1)C2=O)(C(F)(F)F)C(F)(F)F,82.0,7,10,6,4,8,0,1,[9],9,9,9.0,1,[31],31,31,31.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575ce4d60>,0,cluster_0
,*Oc1ccc(P(C)(=O)c2ccc(Oc3ccc(C(c4ccc(*)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1,481.15,GREA,,481.15-481.15,1,black,,Cc1ccc(C(c2ccc(Oc3ccc(P(C)(=O)c4ccc(Oc5ccc(C(c6ccc(Oc7ccc(P(C)(=O)c8ccc(OC)cc8)cc7)cc6)(C(F)(F)F)C(F)(F)F)cc5)cc4)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,481.0,15,8,8,0,6,0,1,[9],9,9,9.0,1,[32],32,32,32.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d39900>,1,cluster_1
,*c1ccc(-n2ccc(-c3cccc(-c4ccn(*)n4)c3)n2)cc1,348.15,GREA,,348.15-348.15,1,black,,Cn1ccc(-c2cccc(-c3ccn(-c4ccc(-n5ccc(-c6cccc(-c7ccn(-c8ccc(C)cc8)n7)c6)n5)cc4)n3)c2)n1,23.0,7,8,8,0,8,0,0,,0,0,0.0,1,[24],24,24,24.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d4c660>,1,cluster_1
,*CCOCCOc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(O*)cc3)c2)cc1,428.15,GREA,,428.15-428.15,1,black,,COc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(OCCOCCOc4ccc(NC(=O)c5cccc(C(=O)Nc6ccc(OCCOCCC)cc6)c5)cc4)cc3)c2)cc1,30.0,23,6,6,0,10,4,0,,0,0,0.0,1,[33],33,33,33.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d8e430>,1,cluster_1
Polycarbonate 3,*C1=CC=C(C=C1)C2(CC3C4C(C2C3)CCC4)C5=CC=C(C=C5)OC(=O)O*,520.0,Schrodinger,,520.0-520.0,1,black,,COC(=O)Oc1ccc(C2(c3ccc(OC(=O)Oc4ccc(C5(c6ccc(C)cc6)CC6CC5C5CCCC65)cc4)cc3)CC3CC2C2CCCC32)cc1,105.0,7,10,4,6,6,0,1,[7],7,7,7.0,1,[23],23,23,23.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575dbd5f0>,1,cluster_1
,*c1ccc(Oc2ccc(Oc3ccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)cc3)cc2)c(C(F)(F)F)c1,545.35,GREA,,545.35-545.35,1,black,,Cn1c(=O)c2cc3c(=O)n(-c4ccc(Oc5ccc(Oc6ccc(-n7c(=O)c8cc9c(=O)n(-c%10ccc(Oc%11ccc(Oc%12ccc(C)cc%12C(F)(F)F)cc%11)cc%10)c(=O)c9cc8c7=O)cc6C(F)(F)F)cc5)cc4)c(=O)c3cc2c1=O,186.0,11,12,12,0,16,0,1,[5],5,5,5.0,1,[38],38,38,38.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575cdd660>,1,cluster_1
,*Oc1ccc(Oc2ccc(NC(=O)c3ccc(Oc4ccc(C(C)(C)c5cccc(C(C)(C)c6ccc(Oc7ccc(C(=O)Nc8ccc(*)cc8)cc7)cc6)c5)cc4)cc3)cc2)cc1,420.15,GREA,,420.15-420.15,1,black,,Cc1ccc(NC(=O)c2ccc(Oc3ccc(C(C)(C)c4cccc(C(C)(C)c5ccc(Oc6ccc(C(=O)Nc7ccc(Oc8ccc(Oc9ccc(NC(=O)c%10ccc(Oc%11ccc(C(C)(C)c%12cccc(C(C)(C)c%13ccc(Oc%14ccc(C(=O)Nc%15ccc(Oc%16ccc(OC)cc%16)cc%15)cc%14)cc%13)c%12)cc%11)cc%10)cc9)cc8)cc7)cc6)cc5)c4)cc3)cc2)cc1,1.0,31,16,16,0,12,4,0,,0,0,0.0,1,[66],66,66,66.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d08dd0>,1,cluster_1
,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3Br)c(Br)c1)C2=O,569.15,GREA,,569.15-569.15,1,black,,Cc1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N(c6ccc(Oc8ccc(N9C(=O)c%10ccc(C(=O)C)cc%10C9=O)cc8Br)c(Br)c6)C7=O)cc5C4=O)cc3Br)c(Br)c1)C2=O,463.0,11,12,8,4,12,0,0,,0,0,0.0,1,[41],41,41,41.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d5e820>,0,cluster_0
,*Nc1cccc(CCc2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)c1,476.15,GREA,,476.15-476.15,1,black,,CC(=O)c1ccc(C(=O)Nc2ccc(CCc3cccc(NC(=O)c4ccc(C(=O)Nc5ccc(CCc6cccc(NC)c6)cc5)cc4)c3)cc2)cc1,311.0,14,6,6,0,5,4,0,,0,0,0.0,1,[28],28,28,28.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d94ac0>,1,cluster_1
,*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(-c5c6c(c(*)c7ccccc57)C(=O)N(C)C6=O)cc4)cc3)cc2)cc1,587.15,GREA,,587.15-587.15,1,black,,Cc1c2c(c(-c3ccc(Oc4ccc(S(=O)(=O)c5ccc(Oc6ccc(-c7c8c(c(-c9ccc(Oc%10ccc(S(=O)(=O)c%11ccc(Oc%12ccc(C)cc%12)cc%11)cc%10)cc9)c9ccccc79)C(=O)N(C)C8=O)cc6)cc5)cc4)cc3)c3ccccc13)C(=O)N(C)C2=O,161.0,15,14,12,2,12,0,1,[6],6,6,6.0,1,[43],43,43,43.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575cdee40>,1,cluster_1
,*c1[nH]c2ccccc2c1*,374.15,GREA,,338.15-410.15,2,yellow,50.91168824543142,Cc1c(-c2c(C)[nH]c3ccccc23)[nH]c2ccccc12,2.0,1,4,4,0,0,2,1,[6],6,6,6.0,1,[7],7,7,7.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d41270>,1,cluster_1
,O=C(C1=CC=C([*])C=C12)N(C3=CC=C(OC4=CC=C(C(C5=CC=C(OC6=CC=C(N7C(C8=CC(C([*])=O)=CC=C8C7=O)=O)C=C6)C=C5)(C(F)(F)F)C(F)(F)F)C=C4)C=C3)C2=O,509.15,Qiu,,509.15-509.15,1,black,,CC(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N(c8ccc(Oc%10ccc(C(c%11ccc(Oc%12ccc(N%13C(=O)c%14ccc(C)cc%14C%13=O)cc%12)cc%11)(C(F)(F)F)C(F)(F)F)cc%10)cc8)C9=O)cc7C6=O)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1)C2=O,306.0,19,16,12,4,14,0,1,[9],9,9,9.0,1,[53],53,53,53.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575dcd890>,0,cluster_0
,*c1cccc(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)n1,456.65,GREA,,456.65-456.65,1,black,,Cn1c(=O)c2cc3c(=O)n(-c4cccc(-n5c(=O)c6cc7c(=O)n(-c8cccc(C)n8)c(=O)c7cc6c5=O)n4)c(=O)c3cc2c1=O,2.0,3,8,8,0,14,0,0,,0,0,0.0,1,[24],24,24,24.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575ce99e0>,1,cluster_1
,*Oc1ccc(C(=O)c2cccc(-c3cccc(C(=O)c4ccc(*)cc4)c3)c2)cc1,396.15,GREA,,396.15-396.15,1,black,,Cc1ccc(C(=O)c2cccc(-c3cccc(C(=O)c4ccc(Oc5ccc(C(=O)c6cccc(-c7cccc(C(=O)c8ccc(OC)cc8)c7)c6)cc5)cc4)c3)c2)cc1,438.0,13,8,8,0,6,0,0,,0,0,0.0,1,[31],31,31,31.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d292e0>,1,cluster_1
,*CCOCCOCCN1C(=O)c2ccc(C(=O)Oc3ccc(OC(=O)c4ccc5c(c4)C(=O)N(*)C5=O)c(-c4ccccc4)c3)cc2C1=O,378.15,GREA,,378.15-378.15,1,black,,CN1C(=O)c2ccc(C(=O)Oc3ccc(OC(=O)c4ccc5c(c4)C(=O)N(CCOCCOCCN4C(=O)c6ccc(C(=O)Oc7ccc(OC(=O)c8ccc9c(c8)C(=O)N(CCOCCOCCC)C9=O)cc7-c7ccccc7)cc6C4=O)C5=O)cc3-c3ccccc3)cc2C1=O,151.0,27,12,8,4,20,0,1,[7],7,7,7.0,1,[44],44,44,44.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d8d190>,0,cluster_0
,*c1ccc(Cc2ccc(N3C(=O)c4ccc(Oc5ccc(C6(c7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7)CCC(c7ccccc7)CC6)cc5)cc4C3=O)cc2)cc1,505.15,GREA,,505.15-505.15,1,black,,CN1C(=O)c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc7c(c6)C(=O)N(c6ccc(Cc8ccc(N9C(=O)c%10ccc(Oc%11ccc(C%12(c%13ccc(Oc%14ccc%15c(c%14)C(=O)N(c%14ccc(Cc%16ccc(C)cc%16)cc%14)C%15=O)cc%13)CCC(c%13ccccc%13)CC%12)cc%11)cc%10C9=O)cc8)cc6)C7=O)cc5)CCC(c5ccccc5)CC4)cc3)cc2C1=O,21.0,21,20,14,6,12,0,1,[7],7,7,7.0,1,[57],57,57,57.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d50e40>,0,cluster_0
,*c1ccc(Cc2ccc(N3C(=O)c4ccc(Sc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,538.15,GREA,,538.15-538.15,1,black,,CN1C(=O)c2ccc(Sc3ccc4c(c3)C(=O)N(c3ccc(Cc5ccc(N6C(=O)c7ccc(Sc8ccc9c(c8)C(=O)N(c8ccc(Cc%10ccc(C)cc%10)cc8)C9=O)cc7C6=O)cc5)cc3)C4=O)cc2C1=O,268.0,11,12,8,4,10,0,0,,0,0,0.0,1,[38],38,38,38.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d512e0>,0,cluster_0
